track	indicator	file	line	preliminary_risk	reason	recommended_next_action
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	203	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	docs/security/sql-review/20260709_vvip_tiger_atomic_profile_resolver_rpc_hardened_review.sql	215	Normal	Documentation-only reference likely safe after review	Keep documented unless line content proves otherwise
Secrets Review	POSSIBLE_SECRET_WORDING	index.html	84	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	index.html	86	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	index.html	91	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	index.html	92	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	index.html	136	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	reset-password.html	44	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-auth-bridge.js	33	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-auth-bridge.js	71	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-auth-bridge.js	79	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-auth-bridge.js	85	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-auth-bridge.js	87	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-auth-bridge.js	109	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-auth-bridge.js	153	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	scripts/supabase-config.js	3	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	scripts/vvip-safe-ux-guard.js	15	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	social-ui.js	943	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	social-ui.js	944	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	social-ui.js	945	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	styles.css	203	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	styles/vvip-visual-trust-layer.css	7	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/phone-verification/index.ts	5	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	6	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	17	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	82	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	85	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	135	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	196	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	202	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	314	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	321	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	352	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	360	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	365	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	390	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	407	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	417	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/functions/send-verification-email/index.ts	450	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260707_vvip_tiger_clerk_profiles_table.sql	35	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260707_vvip_tiger_clerk_profiles_table.sql	43	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260707_vvip_tiger_clerk_profiles_table.sql	51	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260707_vvip_tiger_clerk_profiles_table.sql	52	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	3	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	6	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	11	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	13	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	35	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	43	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	51	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	54	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	64	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	65	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	67	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	68	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	69	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	70	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_atomic_profile_resolver_rpc.sql	73	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_profiles_clerk_jwt_rls_bridge.sql	1	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_profiles_clerk_jwt_rls_bridge.sql	3	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_profiles_clerk_jwt_rls_bridge.sql	17	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_profiles_clerk_jwt_rls_bridge.sql	23	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_profiles_clerk_jwt_rls_bridge.sql	29	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	supabase/migrations/20260709_vvip_tiger_profiles_clerk_jwt_rls_bridge.sql	30	High	Sensitive wording near auth/database/profile/config boundary	Manual secret review; if real secret exists, stop and rotate before any merge
Secrets Review	POSSIBLE_SECRET_WORDING	sw.js	9	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	sw.js	17	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Secrets Review	POSSIBLE_SECRET_WORDING	vvip-identity.css	31	High	Potential secret/token/key wording in runtime-adjacent file	Manual review without printing value; redact and rotate if real
Logging Review	CONSOLE_LOGGING	ACCOUNT-CHOOSER-SPEC.md	102	Medium	Runtime logging may expose internals or user data	Review log intent; later reduce or guard logs if needed
Logging Review	CONSOLE_LOGGING	ACCOUNT-CHOOSER-SPEC.md	111	Medium	Runtime logging may expose internals or user data	Review log intent; later reduce or guard logs if needed
Logging Review	CONSOLE_LOGGING	ADMIN-ROLE-SPEC.md	180	Medium	Runtime logging may expose internals or user data	Review log intent; later reduce or guard logs if needed
Logging Review	CONSOLE_LOGGING	ADMIN-ROLE-SPEC.md	190	Medium	Runtime logging may expose internals or user data	Review log intent; later reduce or guard logs if needed
Logging Review	CONSOLE_LOGGING	EMAIL-VERIFICATION-SETUP.md	232	Medium	Runtime logging may expose internals or user data	Review log intent; later reduce or guard logs if needed
Logging Review	CONSOLE_LOGGING	EMAIL-VERIFICATION-SETUP.md	234	Medium	Runtime logging may expose internals or user data	Review log intent; later reduce or guard logs if needed
Logging Review	CONSOLE_LOGGING	EMAIL-VERIFICATION-SETUP.md	247	Medium	Runtime logging may expose internals or user data	Review log intent; later reduce or guard logs if needed
Logging Review	CONSOLE_LOGGING	RLS-IMPLEMENTATION-GUIDE.md	70	Medium	Runtime logging may expose internals or user data	Review log intent; later reduce or guard logs if needed
Logging Review	CONSOLE_LOGGING	RLS-IMPLEMENTATION-GUIDE.md	85	Medium	Runtime logging may expose internals or user data	Review log intent; later reduce or guard logs if needed
Logging Review	CONSOLE_LOGGING	RLS-IMPLEMENTATION-GUIDE.md	99	Medium	Runtime logging may expose internals or user data	Review log intent; later reduce or guard logs if needed
Logging Review	CONSOLE_LOGGING	RLS-IMPLEMENTATION-GUIDE.md	115	Medium	Runtime logging may expose internals or user data	Review log intent; later reduce or guard logs if needed
Logging Review	CONSOLE_LOGGING	RLS-IMPLEMENTATION-GUIDE.md	129	Medium	Runtime logging may expose internals or user data	Review log intent; later reduce or guard logs if needed
Logging Review	CONSOLE_LOGGING	approved/auth-clerk-index-before-profile-button-fix-20260707.js	5	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/auth-clerk-index-before-profile-button-fix-20260707.js	88	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/auth-clerk-index-before-vvip-gate-login-20260707.js	5	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/auth-clerk-index-before-vvip-gate-login-20260707.js	110	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/clerk-private-profile-before-official-ui-20260707.html	306	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/clerk-private-profile-before-supabase-bridge-20260707.html	170	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/clerk-private-profile-before-tiger-care-card-20260707.html	824	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/clerk-private-profile-before-vip-membership-center-20260707.html	707	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/legacy-auth-audit-7-1/clerk-private-profile-before-linkrel-fix-20260708.html	1032	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/require-auth-approved.js	6	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/require-auth-approved.js	14	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/require-auth-approved.js	20	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/require-auth-approved.js	25	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/require-auth-approved.js	27	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/require-auth-final.js	6	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/require-auth-final.js	14	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/require-auth-final.js	20	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/require-auth-final.js	25	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/require-auth-final.js	27	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/supabase-auth-bridge-approved.js	117	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/supabase-auth-bridge-approved.js	120	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/supabase-auth-bridge-approved.js	163	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/supabase-auth-bridge-final.js	117	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/supabase-auth-bridge-final.js	120	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/supabase-auth-bridge-final.js	163	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	approved/visual-identity-pass-7-1/clerk-private-profile-before-visual-identity-20260708.html	1031	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	auth-clerk-index.js	5	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	auth-clerk-index.js	122	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	auth-supabase.js	145	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	auth.js	340	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	auth.js	363	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	auth.js	442	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	auth.js	448	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	707	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	713	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	716	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	1056	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	1081	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	1103	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	1128	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	1233	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	1270	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	1337	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	1345	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-atomic-profile-resolver.html	1369	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	923	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	935	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	957	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	970	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	1075	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	1109	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	1172	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	1180	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-jwt-rls-bridge.html	1195	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	708	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	714	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	717	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1061	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1086	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1108	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1133	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1178	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1203	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1305	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1342	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1405	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1413	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1432	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-profile-resilience-shell.html	1456	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	backups/clerk-private-profile.before-self-healing-profile-gateway.html	1058	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	709	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	715	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	718	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1219	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1244	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1266	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1291	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
Logging Review	CONSOLE_LOGGING	clerk-private-profile.html	1336	High	Logging near identity/profile/session boundary	Review logs; later replace with admin-safe diagnostics if needed
