requirement_id,task_code,requirement_type,requirement_text,source_document,source_heading
REQ-01057,G11-02,عمل المبرمج خطوة بخطوة,6. إضافة فهارس بناءً على explain وتحميل واقعي.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01058,G11-02,عمل المبرمج خطوة بخطوة,7. منع فهرسة المحتوى الخاص أو غير المنشور.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01059,G11-02,عمل المبرمج خطوة بخطوة,8. تعريف API contract وحالات الخطأ والـrate limit قبل دمج الواجهة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01060,G11-02,عمل المبرمج خطوة بخطوة,9. إضافة unit/integration/E2E أو security tests بحسب حدود المهمة، وربطها بـCI.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01061,G11-02,عمل المبرمج خطوة بخطوة,10. نشرها خلف Feature Flag على Staging، جمع الدليل، ثم إعداد rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01062,G11-02,ما يجب أن يبنيه أو يعدله,وحدة المجال `discovery`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01063,G11-02,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01064,G11-02,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01065,G11-02,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01066,G11-02,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01067,G11-02,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01068,G11-02,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01069,G11-02,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01070,G11-02,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01071,G11-02,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01072,G11-02,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01073,G11-02,اختبارات QA المطلوبة,مدخلات ناقصة وخاطئة وحدود الحجم والعدد والحالة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01074,G11-02,اختبارات QA المطلوبة,انقطاع الشبكة، retry، duplicate request، refresh وعودة من جهاز آخر عند انطباقها.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01075,G11-02,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01076,G11-02,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01077,G11-02,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01078,G11-02,قبول: معيار القبول الرئيسي,اختبارات دقة وأداء للبحث.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01079,G11-02,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01080,G11-02,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01081,G11-02,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01082,G11-02,قبول: الخطر,تنفيذ الواجهة قبل عقد البيانات أو الصلاحيات يؤدي إلى إعادة بناء أو تسريب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01083,G11-02,قبول: التراجع,Feature Flag وإيقاف endpoint/job، ثم rollback migration الآمن أو forward-fix مع حفظ البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-02 — البحث والفلاتر والترتيب
REQ-01084,G11-03,عمل المبرمج خطوة بخطوة,1. routes مستقرة، metadata، favorites table، share tracking وprivacy rules.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01085,G11-03,عمل المبرمج خطوة بخطوة,2. استخدام cursor pagination وترتيب ثابت.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01086,G11-03,عمل المبرمج خطوة بخطوة,3. إضافة فهارس بناءً على explain وتحميل واقعي.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01087,G11-03,عمل المبرمج خطوة بخطوة,4. منع فهرسة المحتوى الخاص أو غير المنشور.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01088,G11-03,عمل المبرمج خطوة بخطوة,5. تعريف API contract وحالات الخطأ والـrate limit قبل دمج الواجهة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01089,G11-03,عمل المبرمج خطوة بخطوة,6. إضافة unit/integration/E2E أو security tests بحسب حدود المهمة، وربطها بـCI.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01090,G11-03,عمل المبرمج خطوة بخطوة,7. نشرها خلف Feature Flag على Staging، جمع الدليل، ثم إعداد rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01091,G11-03,ما يجب أن يبنيه أو يعدله,وحدة المجال `discovery`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01092,G11-03,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01093,G11-03,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01094,G11-03,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01095,G11-03,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01096,G11-03,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01097,G11-03,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01098,G11-03,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01099,G11-03,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01100,G11-03,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01101,G11-03,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01102,G11-03,اختبارات QA المطلوبة,مدخلات ناقصة وخاطئة وحدود الحجم والعدد والحالة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01103,G11-03,اختبارات QA المطلوبة,انقطاع الشبكة، retry، duplicate request، refresh وعودة من جهاز آخر عند انطباقها.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01104,G11-03,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01105,G11-03,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01106,G11-03,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01107,G11-03,قبول: معيار القبول الرئيسي,الرابط يعمل عالميًا والإعلان المحذوف لا يتسرب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01108,G11-03,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01109,G11-03,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01110,G11-03,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01111,G11-03,قبول: الخطر,تنفيذ الواجهة قبل عقد البيانات أو الصلاحيات يؤدي إلى إعادة بناء أو تسريب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01112,G11-03,قبول: التراجع,Feature Flag وإيقاف endpoint/job، ثم rollback migration الآمن أو forward-fix مع حفظ البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G11-03 — صفحة التفاصيل والحفظ والمشاركة
REQ-01113,G12-01,عمل المبرمج خطوة بخطوة,1. conversation uniqueness، participants، RLS وAPI idempotent.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01114,G12-01,عمل المبرمج خطوة بخطوة,2. إعداد policy matrix: SELECT/INSERT/UPDATE/DELETE لكل دور.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01115,G12-01,عمل المبرمج خطوة بخطوة,3. إنشاء fixtures لمستخدمين A وB واختبار المنع المباشر عبر SQL/API.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01116,G12-01,عمل المبرمج خطوة بخطوة,4. فحص أن service role لا يصل للواجهة ولا يسجل في logs.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01117,G12-01,عمل المبرمج خطوة بخطوة,5. إنشاء conversation key يمنع التكرار.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01118,G12-01,عمل المبرمج خطوة بخطوة,6. cursor pagination ورسالة client_generated_id للـidempotency.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01119,G12-01,عمل المبرمج خطوة بخطوة,7. read cursor بدل تحديث كل رسالة عند الحاجة للأداء.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01120,G12-01,عمل المبرمج خطوة بخطوة,8. RLS للطرفين فقط وفرض الحظر على الخادم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01121,G12-01,عمل المبرمج خطوة بخطوة,9. تحديد ترتيب موثوق للرسائل وidempotency للعميل.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01122,G12-01,عمل المبرمج خطوة بخطوة,10. حماية المرفقات والحد من السرعة والمحتوى المسيء.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01123,G12-01,ما يجب أن يبنيه أو يعدله,وحدة المجال `messaging`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01124,G12-01,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01125,G12-01,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01126,G12-01,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01127,G12-01,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01128,G12-01,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01129,G12-01,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01130,G12-01,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01131,G12-01,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01132,G12-01,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01133,G12-01,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01134,G12-01,اختبارات QA المطلوبة,مدخلات ناقصة وخاطئة وحدود الحجم والعدد والحالة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01135,G12-01,اختبارات QA المطلوبة,انقطاع الشبكة، retry، duplicate request، refresh وعودة من جهاز آخر عند انطباقها.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01136,G12-01,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01137,G12-01,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01138,G12-01,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01139,G12-01,قبول: معيار القبول الرئيسي,لا تنشأ محادثات مكررة لنفس السياق.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01140,G12-01,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01141,G12-01,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01142,G12-01,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01143,G12-01,قبول: الخطر,تنفيذ الواجهة قبل عقد البيانات أو الصلاحيات يؤدي إلى إعادة بناء أو تسريب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01144,G12-01,قبول: التراجع,Feature Flag وإيقاف endpoint/job، ثم rollback migration الآمن أو forward-fix مع حفظ البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-01 — إنشاء المحادثة الفردية
REQ-01145,G12-02,عمل المبرمج خطوة بخطوة,1. message table، realtime subscriptions، cursor pagination، read receipts.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01146,G12-02,عمل المبرمج خطوة بخطوة,2. RLS للطرفين فقط وفرض الحظر على الخادم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01147,G12-02,عمل المبرمج خطوة بخطوة,3. تحديد ترتيب موثوق للرسائل وidempotency للعميل.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01148,G12-02,عمل المبرمج خطوة بخطوة,4. حماية المرفقات والحد من السرعة والمحتوى المسيء.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01149,G12-02,عمل المبرمج خطوة بخطوة,5. تعريف API contract وحالات الخطأ والـrate limit قبل دمج الواجهة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01150,G12-02,عمل المبرمج خطوة بخطوة,6. إضافة unit/integration/E2E أو security tests بحسب حدود المهمة، وربطها بـCI.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01151,G12-02,عمل المبرمج خطوة بخطوة,7. نشرها خلف Feature Flag على Staging، جمع الدليل، ثم إعداد rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01152,G12-02,ما يجب أن يبنيه أو يعدله,وحدة المجال `messaging`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01153,G12-02,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01154,G12-02,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01155,G12-02,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01156,G12-02,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01157,G12-02,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01158,G12-02,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01159,G12-02,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01160,G12-02,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01161,G12-02,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01162,G12-02,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01163,G12-02,اختبارات QA المطلوبة,مدخلات ناقصة وخاطئة وحدود الحجم والعدد والحالة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01164,G12-02,اختبارات QA المطلوبة,انقطاع الشبكة، retry، duplicate request، refresh وعودة من جهاز آخر عند انطباقها.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01165,G12-02,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01166,G12-02,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01167,G12-02,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01168,G12-02,قبول: معيار القبول الرئيسي,اختبارات اتصال وفصل وإعادة اتصال.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01169,G12-02,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01170,G12-02,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
REQ-01171,G12-02,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G12-02 — الرسائل الفورية وحالة القراءة
