file	line	pattern	text
social-ui.js	1767	action-surface	    const desktopComposerInput = document.getElementById("desktop-composer-input");
social-ui.js	1768	action-surface	    const desktopComposePhoto = document.getElementById("desktop-compose-photo");
social-ui.js	1769	action-surface	    const desktopComposeVideo = document.getElementById("desktop-compose-video");
social-ui.js	1770	action-surface	    const desktopComposeAi = document.getElementById("desktop-compose-ai");
social-ui.js	1771	action-surface	    const desktopComposePublish = document.getElementById("desktop-compose-publish");
social-ui.js	1772	action-surface	    const commentsSheet = document.getElementById("comments-sheet");
social-ui.js	1773	action-surface	    const closeComments = document.getElementById("close-comments");
social-ui.js	1774	action-surface	    const composerButton = document.getElementById("open-composer");
social-ui.js	1775	action-surface	    const composerModal = document.getElementById("composer-modal");
social-ui.js	1776	action-surface	    const closeComposer = document.getElementById("close-composer");
social-ui.js	1777	action-surface	    const composerForm = document.getElementById("composer-form");
social-ui.js	1778	action-surface	    const composerText = document.getElementById("composer-text");
social-ui.js	1779	action-surface	    const composerType = document.getElementById("composer-type");
social-ui.js	1780	action-surface	    const composerAudience = document.getElementById("composer-audience");
social-ui.js	1781	action-surface	    const composerStatus = document.getElementById("composer-status");
social-ui.js	1782	action-surface	    const composerPublish = document.getElementById("composer-publish");
social-ui.js	1783	action-surface	    const composerMediaUrl = document.getElementById("composer-media-url");
social-ui.js	1784	action-surface	    const composerMediaPoster = document.getElementById("composer-media-poster");
social-ui.js	1785	action-surface	    const composerMediaCaption = document.getElementById("composer-media-caption");
social-ui.js	1786	action-surface	    const composerAssistantSummary = document.getElementById("composer-assistant-summary");
social-ui.js	1787	action-surface	    const composerAssistantTags = document.getElementById("composer-assistant-tags");
social-ui.js	1788	action-surface	    const composerAssistantBadge = document.getElementById("composer-assistant-badge");
social-ui.js	1789	action-surface	    const feedEmpty = document.getElementById("feed-empty");
social-ui.js	1790	action-surface	    const feedResultsCount = document.getElementById("feed-results-count");
social-ui.js	1791	action-surface	    const feedSearchTrigger = document.getElementById("feed-search-trigger");
social-ui.js	1792	action-surface	    const aiSearchTrigger = document.getElementById("ai-search-trigger");
social-ui.js	1793	action-surface	    const aiAssistantTrigger = document.getElementById("ai-assistant-trigger");
social-ui.js	1794	action-surface	    const composerAiTrigger = document.getElementById("composer-ai-trigger");
social-ui.js	1795	action-surface	    const aiNavTrigger = document.getElementById("ai-nav-trigger");
social-ui.js	1796	action-surface	    const feedLoadMore = document.getElementById("feed-load-more");
social-ui.js	1797	action-surface	    const feedDbStatus = document.getElementById("feed-db-status");
social-ui.js	1798	action-surface	    const mainCreateButton = document.querySelector(".nav-main");
social-ui.js	1799	action-surface	    const feedSkeleton = document.getElementById("feed-skeleton");
social-ui.js	1800	action-surface	    const storiesList = document.getElementById("stories-list");
social-ui.js	1801	action-surface	    const storiesArchiveToggle = document.getElementById("stories-archive-toggle");
social-ui.js	1802	action-surface	    const storyViewer = document.getElementById("story-viewer");
social-ui.js	1803	action-surface	    const storyViewerTitle = document.getElementById("story-viewer-title");
social-ui.js	1804	action-surface	    const storyViewerMedia = document.getElementById("story-viewer-media");
social-ui.js	1805	action-surface	    const storyViewerMeta = document.getElementById("story-viewer-meta");
social-ui.js	1806	action-surface	    const storyViewerClose = document.getElementById("story-viewer-close");
social-ui.js	1807	action-surface	    const storyViewerPrev = document.getElementById("story-viewer-prev");
social-ui.js	1808	action-surface	    const storyViewerNext = document.getElementById("story-viewer-next");
social-ui.js	1809	action-surface	    const storyViewerReply = document.getElementById("story-viewer-reply");
social-ui.js	1850	action-surface	        '    <button class="post-menu" type="button">⋯</button>',
social-ui.js	1855	action-surface	        '    <button class="like-btn" type="button" data-liked="false">👍 <span>0</span></button>',
social-ui.js	1856	action-surface	        '    <button class="comment-btn" type="button">💬 <span>0</span></button>',
social-ui.js	1857	action-surface	        '    <button class="share-btn" type="button">↗ <span>0</span></button>',
social-ui.js	1862	action-surface	        '    <button class="vvip-comment-send desktop-comment-send" type="button">' + escapeHtml(currentLang === "en" ? "Send" : "إرسال") + '</button>',
social-ui.js	1871	action-surface	      const storyCards = Array.from(document.querySelectorAll(".desktop-story-card"));
social-ui.js	1872	action-surface	      const desktopPosts = desktopPostStream ? Array.from(desktopPostStream.querySelectorAll(".post-card")) : [];
social-ui.js	1885	action-surface	    function addDesktopComment(button) {
social-ui.js	1886	action-surface	      const row = button ? button.closest(".vvip-comment-row") : null;
social-ui.js	1888	action-surface	      const input = row ? row.querySelector(".vvip-comment-input") : null;
social-ui.js	1889	action-surface	      const list = postCard ? postCard.querySelector(".desktop-comment-list") : null;
social-ui.js	1904	action-surface	      const commentButton = postCard.querySelector(".comment-btn");
social-ui.js	1905	action-surface	      if (commentButton) {
social-ui.js	1906	action-surface	        const currentCount = readMetricFromButton(commentButton);
social-ui.js	1907	action-surface	        writeMetricToButton(commentButton, currentCount + 1);
social-ui.js	1942	action-surface	      tabButtons.forEach(function (item) {
social-ui.js	1951	action-surface	      if (!matched && tabButtons.length) {
social-ui.js	1952	action-surface	        tabButtons[0].classList.add("active");
social-ui.js	1953	action-surface	        tabButtons[0].setAttribute("aria-selected", "true");
social-ui.js	1961	action-surface	    // Replace {name} in composer button with user's first name
social-ui.js	1962	action-surface	    if (composerButton) {
social-ui.js	1973	action-surface	      if (!composerButton.disabled) composerButton.textContent = composerPlaceholder;
social-ui.js	1977	action-surface	      if (composerButton) composerButton.disabled = true;
social-ui.js	1978	action-surface	      if (composerButton) composerButton.textContent = tx(UI_TEXT.composer.createRestricted);
social-ui.js	1979	action-surface	      if (mainCreateButton) mainCreateButton.setAttribute("disabled", "disabled");
social-ui.js	2018	action-surface	          '<button class="story-card" type="button" data-story-index="' + index + '">',
social-ui.js	2023	action-surface	          '</button>'
social-ui.js	2104	action-surface	      const hasRenderablePosts = Array.from(feedList.querySelectorAll(".post-card")).length > 0;
social-ui.js	2193	action-surface	      setActionButtonSyncState(payload.actionButton, true);
social-ui.js	2197	action-surface	        setActionButtonSyncState(payload.actionButton, false);
social-ui.js	2233	action-surface	      const active = document.querySelector(".chip-tab.active");
social-ui.js	2248	action-surface	      const posts = Array.from(document.querySelectorAll(".post-card"));
social-ui.js	2280	action-surface	    tabButtons.forEach(function (button) {
social-ui.js	2281	action-surface	      button.addEventListener("click", function () {
social-ui.js	2282	action-surface	        setActiveFeedTab(button.getAttribute("data-tab") || "all");
social-ui.js	2283	action-surface	        logAnalyticsEvent("feed_tab_switch", { tab: button.getAttribute("data-tab") || "all" });
social-ui.js	2289	action-surface	      searchInput.addEventListener("input", function () {
social-ui.js	2308	action-surface	      feedSearchTrigger.addEventListener("click", function () {
social-ui.js	2315	action-surface	      aiSearchTrigger.addEventListener("click", function () {
social-ui.js	2321	action-surface	      aiAssistantTrigger.addEventListener("click", function () {
social-ui.js	2327	action-surface	      composerAiTrigger.addEventListener("click", function () {
social-ui.js	2333	action-surface	      aiNavTrigger.addEventListener("click", function () {
social-ui.js	2340	action-surface	      node.addEventListener("input", updateComposerAssistantDebounced);
social-ui.js	2341	action-surface	      node.addEventListener("change", updateComposerAssistantDebounced);
social-ui.js	2353	action-surface	      desktopPostStream.addEventListener("click", function (event) {
social-ui.js	2354	action-surface	        const followButton = event.target.closest(".follow-btn");
social-ui.js	2355	action-surface	        const sendButton = event.target.closest(".desktop-comment-send");
social-ui.js	2357	action-surface	        if (followButton) {
social-ui.js	2358	action-surface	          const following = followButton.getAttribute("data-following") === "true";
social-ui.js	2359	action-surface	          followButton.setAttribute("data-following", following ? "false" : "true");
social-ui.js	2360	action-surface	          followButton.textContent = following
social-ui.js	2367	action-surface	        if (sendButton) {
social-ui.js	2368	action-surface	          addDesktopComment(sendButton);
social-ui.js	2372	action-surface	      desktopPostStream.addEventListener("keydown", function (event) {
social-ui.js	2376	action-surface	        const button = input.closest(".vvip-comment-row") ? input.closest(".vvip-comment-row").querySelector(".desktop-comment-send") : null;
social-ui.js	2377	action-surface	        if (button) addDesktopComment(button);
social-ui.js	2382	action-surface	      desktopSearchInput.addEventListener("input", function () {
social-ui.js	2385	action-surface	      desktopSearchInput.addEventListener("keydown", function (event) {
social-ui.js	2393	action-surface	      desktopNavVideo.addEventListener("click", function () {
social-ui.js	2400	action-surface	      desktopNavMembers.addEventListener("click", function () {
social-ui.js	2406	action-surface	      desktopNavShortcuts.addEventListener("click", function () {
social-ui.js	2412	action-surface	      desktopNavAi.addEventListener("click", function () {
social-ui.js	2418	action-surface	      desktopNotificationsBtn.addEventListener("click", function () {
social-ui.js	2424	action-surface	      desktopMessagesBtn.addEventListener("click", function () {
social-ui.js	2430	action-surface	      desktopMembersViewAll.addEventListener("click", function () {
social-ui.js	2437	action-surface	      desktopStoriesArchive.addEventListener("click", function () {
social-ui.js	2449	action-surface	            scrollToNode(document.getElementById("desktop-composer-section"));
social-ui.js	2458	action-surface	      card.addEventListener("click", handleStoryCard);
social-ui.js	2459	action-surface	      card.addEventListener("keydown", function (event) {
social-ui.js	2467	action-surface	      desktopComposePhoto.addEventListener("click", function () {
social-ui.js	2477	action-surface	      desktopComposeVideo.addEventListener("click", function () {
social-ui.js	2487	action-surface	      desktopComposeAi.addEventListener("click", function () {
social-ui.js	2493	action-surface	      desktopComposePublish.addEventListener("click", function () {
social-ui.js	2521	action-surface	      desktopShortcutsManage.addEventListener("click", function () {
social-ui.js	2526	action-surface	    desktopShortcutButtons.forEach(function (button) {
social-ui.js	2527	action-surface	      button.addEventListener("click", function () {
social-ui.js	2528	action-surface	        const label = String(button.textContent || "").trim();
social-ui.js	2534	action-surface	      desktopSuggestionsSearch.addEventListener("keydown", function (event) {
social-ui.js	2547	action-surface	      feedLoadMore.addEventListener("click", function () {
social-ui.js	2556	action-surface	      storiesList.addEventListener("click", function (event) {
social-ui.js	2557	action-surface	        const button = event.target.closest(".story-card");
social-ui.js	2558	action-surface	        if (!button) return;
social-ui.js	2559	action-surface	        openStory(Number(button.getAttribute("data-story-index") || 0));
social-ui.js	2560	action-surface	        logAnalyticsEvent("story_open", { index: Number(button.getAttribute("data-story-index") || 0) });
social-ui.js	2565	action-surface	      storiesArchiveToggle.addEventListener("click", function () {
social-ui.js	2572	action-surface	    if (storyViewerClose) storyViewerClose.addEventListener("click", closeStoryViewer);
social-ui.js	2574	action-surface	      storyViewer.addEventListener("click", function (event) {
social-ui.js	2579	action-surface	      storyViewerPrev.addEventListener("click", function () {
social-ui.js	2586	action-surface	      storyViewerNext.addEventListener("click", function () {
social-ui.js	2594	action-surface	      storyViewerReply.addEventListener("click", function () {
social-ui.js	2611	action-surface	      closeComments.addEventListener("click", function () {
social-ui.js	2618	action-surface	      commentsSheet.addEventListener("click", function (event) {
social-ui.js	2626	action-surface	    if (composerButton) {
social-ui.js	2627	action-surface	      composerButton.addEventListener("click", function () {
social-ui.js	2637	action-surface	    if (mainCreateButton) {
social-ui.js	2638	action-surface	      mainCreateButton.addEventListener("click", function () {
social-ui.js	2648	action-surface	      closeComposer.addEventListener("click", function () {
social-ui.js	2655	action-surface	      composerModal.addEventListener("click", function (event) {
social-ui.js	2664	action-surface	      composerForm.addEventListener("submit", async function (event) {
social-ui.js	2745	action-surface	          const pendingNode = feedList.querySelector(pendingSelector);
social-ui.js	2792	action-surface	    const postsList = document.getElementById("profile-posts-list");
social-ui.js	2793	action-surface	    const postsSkeleton = document.getElementById("profile-posts-skeleton");
social-ui.js	2794	action-surface	    const postsStatus = document.getElementById("profile-posts-status");
social-ui.js	2795	action-surface	    const postsEmpty = document.getElementById("profile-posts-empty");
social-ui.js	2796	action-surface	    const postsCountNode = document.getElementById("profile-posts-count");
social-ui.js	2810	action-surface	      setActionButtonSyncState(payload.actionButton, true);
social-ui.js	2814	action-surface	        setActionButtonSyncState(payload.actionButton, false);
social-ui.js	2911	action-surface	    const profileName = document.getElementById("profile-name");
social-ui.js	2912	action-surface	    const profileHandle = document.getElementById("profile-handle");
social-ui.js	2913	action-surface	    const profileBio = document.getElementById("profile-bio");
social-ui.js	2914	action-surface	    const aboutAccountType = document.getElementById("about-account-type");
social-ui.js	2933	action-surface	    const summaryNode = document.getElementById("insights-summary");
social-ui.js	2934	action-surface	    const metricsNode = document.getElementById("insights-metrics");
social-ui.js	2935	action-surface	    const chartNode = document.getElementById("insights-chart");
social-ui.js	2936	action-surface	    const highlightsNode = document.getElementById("insights-highlights");
social-ui.js	2989	action-surface	    const form = document.getElementById("ad-manager-form");
social-ui.js	2990	action-surface	    const status = document.getElementById("ad-manager-status");
social-ui.js	2991	action-surface	    const preview = document.getElementById("ad-manager-preview");
social-ui.js	2999	action-surface	    const locationInput = document.getElementById("ad-location");
social-ui.js	3000	action-surface	    const ageInput = document.getElementById("ad-age");
social-ui.js	3001	action-surface	    const interestsInput = document.getElementById("ad-interests");
social-ui.js	3002	action-surface	    const budgetInput = document.getElementById("ad-budget");
social-ui.js	3003	action-surface	    const startInput = document.getElementById("ad-start");
social-ui.js	3004	action-surface	    const endInput = document.getElementById("ad-end");
social-ui.js	3027	action-surface	      node.addEventListener("input", updatePreview);
social-ui.js	3028	action-surface	      node.addEventListener("change", updatePreview);
social-ui.js	3031	action-surface	    form.addEventListener("submit", async function (event) {
social-ui.js	3081	action-surface	    document.addEventListener("click", function (event) {
social-ui.js	3099	action-surface	    const rails = Array.from(document.querySelectorAll("[data-page-rail]"));
social-ui.js	3102	action-surface	    const currentPath = window.location.pathname.split("/").pop() || "index.html";
social-ui.js	3106	action-surface	      const links = Array.from(rail.querySelectorAll(".page-rail-link"));
social-ui.js	3121	action-surface	    const tabs = Array.from(document.querySelectorAll(".profile-tab"));
social-ui.js	3122	action-surface	    const panels = Array.from(document.querySelectorAll(".tab-panel"));
social-ui.js	3126	action-surface	      tab.addEventListener("click", function () {
social-ui.js	3153	action-surface	    const toggle = document.getElementById("profile-menu-toggle");
social-ui.js	3154	action-surface	    const sheet = document.getElementById("profile-menu-sheet");
social-ui.js	3155	action-surface	    const close = document.getElementById("profile-menu-close");
social-ui.js	3168	action-surface	    toggle.addEventListener("click", openSheet);
social-ui.js	3169	action-surface	    close.addEventListener("click", closeSheet);
social-ui.js	3170	action-surface	    sheet.addEventListener("click", function (event) {
social-ui.js	3178	action-surface	    const headerAi = document.getElementById("profile-ai-header");
social-ui.js	3179	action-surface	    const boostAi = document.getElementById("profile-ai-boost");
social-ui.js	3180	action-surface	    const navAi = document.getElementById("profile-ai-nav");
social-ui.js	3181	action-surface	    const refreshAi = document.getElementById("insights-ai-refresh");
social-ui.js	3182	action-surface	    const adSuggestAi = document.getElementById("ad-ai-suggest");
social-ui.js	3187	action-surface	      const target = document.querySelector('.profile-tab[data-profile-tab="' + tabKey + '"]');
social-ui.js	3189	action-surface	        target.click();
social-ui.js	3209	action-surface	      const location = document.getElementById("ad-location");
social-ui.js	3210	action-surface	      const age = document.getElementById("ad-age");
social-ui.js	3211	action-surface	      const interests = document.getElementById("ad-interests");
social-ui.js	3212	action-surface	      const budget = document.getElementById("ad-budget");
social-ui.js	3213	action-surface	      const status = document.getElementById("ad-manager-status");
social-ui.js	3243	action-surface	      headerAi.addEventListener("click", function () {
social-ui.js	3249	action-surface	      boostAi.addEventListener("click", function () {
social-ui.js	3255	action-surface	      navAi.addEventListener("click", function () {
social-ui.js	3261	action-surface	      refreshAi.addEventListener("click", function () {
social-ui.js	3267	action-surface	      adSuggestAi.addEventListener("click", function () {
social-ui.js	3281	action-surface	  initGeneralButtonActions();
sw.js	26	action-surface	self.addEventListener("install", (event) => {
sw.js	33	action-surface	self.addEventListener("activate", (event) => {
sw.js	46	action-surface	self.addEventListener("fetch", (event) => {
terms-of-service.html	48	action-surface	  <link rel="stylesheet" href="styles/vvip-visual-trust-layer.css">
